NFLID,Short_Name,Full_Name,Date_of_Birth,Height,Weight,College,Years_Pro,Jersey_Number
00-0026907,D.Moore,D.J. Moore,3/22/1987,69,190,Vanderbilt,6,30
00-0026908,A.Hill,Anthony Hill,1/2/1985,78,278,North Carolina State,3,
00-0026909,R.Ohrnberger,Rich Ohrnberger,2/14/1986,74,300,Penn State,7,74
00-0029457,M.Harris,Michael Harris,12/5/1988,77,338,UCLA,5,79
00-0029456,L.Harrell,Logan Harrell,9/25/1989,74,280,Fresno State,1,
00-0029454,G.Gatson,Gregory Gatson,3/24/1989,71,165,Arkansas,1,
00-0029453,T.Embree,Taylor Embree,10/3/1988,75,210,UCLA,1,
00-0029451,S.Cattouse,Sean Cattouse,10/4/1988,74,210,California,1,36
00-0029459,J.Lee,Jarrett Lee,6/2/1989,73,210,LSU,1,
00-0029458,M.Hayes,Michael Hayes,6/18/1990,68,200,Houston,1,
00-0031986,,Cameron Stingily,10/5/1991,73,235,Northern Illinois,1,30
00-0030459,T.Mathieu,Tyrann Mathieu,5/13/1992,69,186,LSU,4,32
00-0030458,A.Brown,Arthur Brown,6/17/1990,72,240,Kansas State,4,59
00-0030455,S.Lotulelei,Star Lotulelei,12/20/1989,74,315,Utah,4,98
00-0030454,A.Gillett,Alex Gillett,5/17/1991,73,215,Eastern Michigan,1,1
00-0030457,,Tank Carradine,2/18/1989,76,295,Florida State,4,95
00-0030456,G.Bernard,Giovani Bernard,11/22/1991,69,205,North Carolina,4,25
00-0030451,D.McCray,Demetrius McCray,5/11/1991,74,194,Appalachian State,3,35
00-0030450,Q.Patton,Quinton Patton,8/9/1990,72,204,Louisiana Tech,4,11
00-0030453,,Malcolm Bronson,5/11/1990,71,192,McNeese State,1,44
00-0030452,E.Herman,Eric Herman,10/5/1989,76,320,Ohio U.,2,62
00-0019435,M.Leach,Mike Leach,10/18/1976,74,235,William & Mary,16,82
00-0031982,,Nordly Capi,7/11/1992,75,249,Akron,1,96
00-0003315,T.Collins,Todd Collins,11/5/1971,76,223,Michigan,16,
00-0004472,M.Douglas,Marques Douglas,3/15/1977,74,290,Howard,12,
00-0029901,R.Melvin,Rashaan Melvin,10/2/1989,74,193,Northern Illinois,4,5
00-0029900,E.Landi,Evan Landi,,75,236,South Florida,,
00-0029904,,Brice Schwab,10/4/1989,79,302,Arizona State,2,0
00-0029907,B.Smith,Branden Smith,12/19/1989,71,182,Georgia,,
00-0029909,J.Weaver,Jason Weaver,4/12/1989,77,309,Southern Mississippi,2,78
00-0027507,C.Hawkins,Chris Hawkins,4/12/1986,73,184,LSU,3,
00-0027506,K.Haslam,Kevin Haslam,11/8/1986,77,310,Rutgers,4,
00-0027505,T.Harris,Trevor Harris,5/31/1986,74,223,Edinboro,1,
00-0032506,,Lars Hanson,9/30/1992,80,308,Sacramento State,0,78
00-0027503,J.Gordy,Josh Gordy,2/9/1987,71,196,Central Michigan,5,35
00-0027502,,John Estes,3/25/1987,74,293,Hawaii,4,65
00-0027501,J.Cutrera,Jacob Cutrera,5/18/1988,75,238,LSU,4,51
00-0027500,M.Caussin,Mike Caussin,2/26/1987,77,243,James Madison,3,40
00-0032508,,Hakeem Valles,11/23/1992,77,260,Monmouth (N.J.),0,89
00-0027509,R.Malone,Robert Malone,2/4/1988,74,215,Fresno State,3,8
00-0027508,C.Kackert,Chad Kackert,9/15/1986,69,199,New Hampshire,1,
00-0020533,L.Davis,Leonard Davis,9/5/1978,78,355,Texas,12,
00-0020531,D.Brees,Drew Brees,1/15/1979,72,209,Purdue,16,9
00-0031859,,Deion Barnes,1/20/1993,76,255,Penn State,1,94
00-0020536,L.Tomlinson,LaDainian Tomlinson,6/23/1979,70,215,Texas Christian,11,
00-0020535,J.Smith,Justin Smith,9/30/1979,76,285,Missouri,15,94
00-0031852,,David Andrews,7/10/1992,75,295,Georgia,2,60
00-0031856,B.King,Brandon King,6/8/1993,74,220,Auburn,2,36
00-0031857,,Eric Patterson,2/5/1993,69,200,Ball State,2,48
00-0031854,,Chris Harper,12/7/1993,71,185,California,1,14
00-0026276,K.Moore,Kenny Moore,2/19/1985,71,195,Wake Forest,4,
00-0026277,J.Booty,John David Booty,1/3/1985,75,208,USC,2,
00-0026274,S.Keglar,Stanford Keglar,7/4/1985,74,250,Purdue,4,
00-0026275,J.Sitton,Josh Sitton,6/16/1986,75,318,Central Florida,9,71
00-0026272,D.Fine,Derek Fine,8/24/1983,75,247,Kansas,3,
00-0026270,T.Hills,Tony Hills,11/4/1984,77,304,Texas,8,76
00-0026271,J.Ikegwuonu,Jack Ikegwuonu,1/7/1986,70,200,Wisconsin,2,
00-0026278,R.James,Robert James,12/26/1983,71,224,Arizona State,4,59
00-0026279,R.Torain,Ryan Torain,8/10/1986,72,220,Arizona State,5,
00-0019041,B.Volek,Billy Volek,4/28/1976,74,214,Fresno State,12,
00-0024697,M.Bullitt,Melvin Bullitt,11/13/1984,73,201,Texas A&M;,5,
00-0024692,D.Muir,Daniel Muir,9/12/1983,74,312,Kent State,5,97
00-0024693,P.Murray,Pat Murray,10/31/1984,75,316,Truman State,4,
00-0024690,L.Birdine,Larry Birdine,10/6/1983,76,265,Oklahoma,3,
00-0024529,G.Robinson,Gijon Robinson,10/12/1984,73,255,Missouri Western State,6,
00-0022591,J.Maxwell,Jim Maxwell,8/8/1981,76,240,Gardner-Webb,6,
00-0020995,D.Lewis,D.D. Lewis,1/8/1979,73,241,Texas,8,
00-0019954,K.Vincent,Keydrick Vincent,4/13/1978,77,325,Mississippi,10,
00-0030219,E.Martin,Eric Martin,7/21/1991,74,250,Nebraska,3,52
00-0023347,M.Kracalik,Mike Kracalik,9/8/1982,80,335,San Diego State,4,
00-0030213,C.Wilkins,Craig Wilkins,11/28/1989,73,243,Old Dominion,,
00-0030211,R.Polk,Ray Polk,4/22/1990,73,205,Colorado,,
00-0030210,J.Lotulelei,John Lotulelei,12/4/1991,71,235,Nevada-Las Vegas,4,55
00-0030217,T.Lelito,Tim Lelito,7/21/1989,76,315,Grand Valley State,4,68
00-0030216,J.Hill,Josh Hill,5/21/1990,77,250,Idaho State,4,89
00-0030215,G.Foster,Glenn Foster,5/31/1990,76,285,Illinois,3,97
00-0032505,,Garrett Swanson,6/24/1994,72,230,Fresno State,0,1
00-0032504,,Jamison Lalk,12/7/1992,78,304,Iowa State,0,60
00-0032507,,Marquis Lucas,3/25/1993,76,318,West Virginia,0,73
00-0032501,,Robert Kugler,12/11/1992,75,300,Purdue,0,67
00-0032503,,Givens Price,10/3/1994,76,310,Nebraska,0,63
00-0020332,D.Martin,David Martin,3/13/1979,76,264,Tennessee,10,
00-0020337,S.Smith,Steve Smith,5/12/1979,69,195,Utah,16,89
00-0023973,C.Russell,Calvin Russell,6/14/1983,72,190,Tuskegee,2,
00-0019605,D.Howard,Darren Howard,11/19/1976,75,260,Kansas State,10,
00-0018605,C.Ivy,Corey Ivy,3/21/1977,69,190,Oklahoma,10,
00-0020055,D.Evans,Demetric Evans,9/3/1979,76,275,Georgia,9,
00-0028269,N.Whitaker,Nate Whitaker,8/29/1988,69,183,Stanford,1,
00-0028268,D.Torrence,Devon Torrence,5/3/1989,72,190,Ohio State,2,
00-0030582,M.Sales,Marcus Sales,,72,195,Syracuse,,
00-0028263,A.Holmes,Andre Holmes,6/16/1988,76,210,Hillsdale,5,18
00-0028262,R.Hill,Ryan Hill,4/15/1987,71,207,Miami (Fla.),1,
00-0028260,L.Dean,Larry Dean,8/7/1988,72,226,Valdosta State,5,53
00-0028267,A.Reisner,Allen Reisner,9/29/1988,75,255,Iowa,3,85
00-0030853,L.Purifoy,Loucheiz Purifoy,12/16/1992,71,188,Florida,0,0
00-0030587,M.Robinson,Mason Robinson,7/24/1989,69,180,Rutgers,,
00-0030854,,Erik Swoope,5/8/1992,77,257,Miami (Fla.),1,86
00-0029639,J.Fleming,Jamell Fleming,5/5/1989,71,206,Oklahoma,5,30
00-0030856,T.Washington,Tony Washington,10/18/1990,70,198,Appalachian State,1,12
00-0030859,,Gannon Conway,6/4/1989,76,280,Arizona State,1,0
00-0029636,M.Avila,Michael Avila,11/3/1988,68,165,San Jose State,1,
00-0031621,,Jake Rodgers,9/10/1991,78,320,Eastern Washington,1,65
00-0031620,,Deon Simon,7/6/1990,76,332,Northwestern State-Louisiana,1,93
00-0031623,,Austin Shepherd,5/28/1992,76,327,Alabama,2,74
00-0030588,,Jeff Olson,//,76,300,Texas Christian,0,0
00-0028199,T.McCrae,Terrence McCrae,1/10/1988,75,194,Ohio U.,1,
00-0028198,M.Asiata,Matt Asiata,7/24/1987,72,219,Utah,5,44
00-0031627,,Corey Robinson,5/21/1992,79,316,South Carolina,2,70
00-0031626,,Brian Mihalik,8/21/1992,81,302,Boston College,1,69
00-0028195,P.Fenaroli,Paul Fenaroli,9/2/1989,75,310,Stony Brook,2,
00-0028194,C.Brandon,Cory Brandon,10/5/1987,79,324,Oklahoma,1,65
00-0028197,J.Masoli,Jeremiah Masoli,8/24/1988,71,220,Mississippi,1,
00-0028196,,Ricky Henry,7/27/1987,76,310,Nebraska,3,65
00-0028191,C.Neild,Chris Neild,12/1/1987,74,328,West Virginia,5,0
00-0028192,C.Ozougwu,Cheta Ozougwu,11/18/1988,74,255,Rice,3,95
00-0031209,S.Perry,Senorise Perry,9/19/1991,72,211,Louisville,3,32
00-0031999,,Justin March-Lillard,7/5/1993,72,222,Akron,2,59
00-0018956,B.Meester,Brad Meester,3/23/1977,75,292,Northern Iowa,14,63
00-0018957,M.Simoneau,Mark Simoneau,1/16/1977,72,245,Kansas State,10,
00-0031992,,Kenny Cook,5/20/1992,76,218,Gardner-Webb,1,6
00-0018958,L.Coles,Laveranues Coles,12/29/1977,71,200,Florida State,11,
00-0031990,,Brandon Person,8/9/1991,72,220,Tiffin University,0,34
00-0031997,,David Irving,8/18/1993,79,285,Iowa State,2,95
00-0031994,,Andrew East,9/17/1991,74,220,Vanderbilt,1,48
00-0028995,S.Hill,Stephen Hill,4/25/1991,76,210,Georgia Tech,4,87
00-0028994,D.Jones,Dominique Jones,8/15/1987,75,275,Shepherd,3,85
00-0028997,J.Bernstine,Jordan Morris,5/31/1989,71,214,Iowa,1,
00-0028996,R.Crawford,Richard Crawford,8/1/1990,71,192,Southern Methodist,3,35
00-0028993,D.Turner,Dion Turner,5/23/1989,71,194,Southern Utah,1,
00-0028992,D.Moss,Dale Moss,9/24/1988,75,215,South Dakota State,1,13
00-0028999,L.Adcock,Levy Adcock,11/12/1988,78,324,Oklahoma State,1,
00-0028998,J.Adams,Jeff Adams,9/6/1989,79,305,Columbia,3,70
00-0023656,J.Ratliff,Jay Ratliff,8/29/1981,76,303,Auburn,11,90
00-0029029,M.Merletti,Matt Merletti,7/18/1988,71,205,North Carolina,1,
00-0029026,J.Foster,Jason Foster,10/21/1988,75,300,Rhode Island,1,68
00-0029025,A.Fenelus,Antonio Fenelus,1/15/1990,69,190,Wisconsin,1,
00-0029022,S.Baker,Steven Baker,11/24/1988,80,329,East Carolina,1,66
00-0029023,C.Chism,Cameron Chism,12/25/1990,70,190,Maryland,1,
00-0029020,M.Maze,Marquis Maze,3/2/1988,68,186,Alabama,1,
00-0029021,C.Anunoby,Chigbo Anunoby,1/4/1989,76,324,Morehouse,1,62
00-0025468,J.Alford,Jay Alford,5/28/1983,75,304,Penn State,4,
00-0025469,T.Tyler,Tank Tyler,2/14/1985,74,325,North Carolina State,5,
00-0025462,L.Robinson,Laurent Robinson,5/20/1985,74,205,Illinois State,6,
00-0025463,J.Hill,Jason Hill,2/20/1985,72,202,Washington State,6,
00-0025460,J.Jones,Jacoby Jones,7/11/1984,76,215,Lane,9,13
00-0025461,Y.Figurs,Yamon Figurs,1/10/1982,71,175,Kansas State,5,
00-0025466,M.Sims-Walker,Mike Sims-Walker,11/21/1984,74,212,Central Florida,5,
00-0025467,P.Williams,Paul Williams,12/2/1983,73,196,Fresno State,4,
00-0025464,M.Spaeth,Matt Spaeth,11/24/1983,79,262,Minnesota,9,89
00-0025465,J.Jones,James Jones,3/31/1984,73,208,San Jose State,10,89
00-0031806,M.Brown,Malcolm Brown,5/15/1993,71,224,Texas,0,39
00-0026048,K.Lattimore,Keon Lattimore,7/6/1984,71,222,Maryland,1,
00-0026046,S.Octavien,Steve Octavien,11/25/1984,72,255,Nebraska,4,
00-0026040,D.Lokey,Derek Lokey,11/25/1985,73,300,Texas,3,
00-0026043,M.Dixon,Marcus Dixon,9/16/1984,76,295,Hampton,3,79
00-0030864,A.Johnson,Anthony Johnson,1/24/1993,74,295,LSU,2,65
00-0030865,,Gator Hoskins,12/19/1991,73,248,Marshall,0,89
00-0030866,D.Johnson,Derrell Johnson,3/27/1990,74,257,East Carolina,0,49
00-0030867,,Kamal Johnson,12/9/1991,75,314,Temple,2,73
00-0030860,O.Darkwa,Orleans Darkwa,2/28/1992,72,215,Tulane,3,26
00-0030861,,Tariq Edwards,5/1/1991,74,235,Virginia Tech,0,0
00-0030862,,Evan Finkenberg,10/4/1990,76,305,Arizona State,0,62
00-0030868,R.Lankford,Ryan Lankford,12/9/1991,71,163,Illinois,1,85
00-0030869,,Tyler Larsen,7/8/1991,76,335,Utah,1,69
00-0024756,M.Willis,Matt Willis,4/13/1984,72,190,UCLA,6,
00-0024755,J.Tucker,Jyles Tucker,9/18/1983,75,258,Wake Forest,4,
00-0024750,N.Roach,Nick Roach,6/16/1985,73,235,Northwestern,8,53
00-0022155,J.Kennedy,Jimmy Kennedy,11/15/1979,76,302,Penn State,9,
00-0032012,,Isaac Fruechte,3/7/1991,75,210,Minnesota,1,15
00-0033108,,Paxton Lynch,2/12/1994,79,244,Memphis,0,12
00-0033109,,Javon Hargrave,2/7/1993,74,305,South Carolina State,0,79
00-0033107,,William Jackson,10/27/1992,72,189,Houston,0,22
00-0033104,,Cody Kessler,5/11/1993,73,215,USC,0,5
00-0033102,,Roberto Aguayo,5/17/1994,72,207,Florida State,0,19
00-0033103,,Artie Burns,5/1/1995,72,197,Miami (Fla.),0,25
00-0023158,B.Berlin,Brock Berlin,7/4/1981,73,215,Miami (Fla.),3,
00-0019387,J.Hall,James Hall,2/4/1977,74,265,Michigan,12,
00-0027313,B.Jackson,Brian Jackson,5/4/1987,72,212,Oklahoma,2,
00-0027311,D.Landolt,Dennis Landolt,10/15/1986,76,306,Penn State,1,
00-0027317,D.Warren,Donovan Warren,1/31/1989,71,193,Michigan,2,
00-0027314,J.Lamb,Jason Lamb,3/3/1987,76,284,Baylor,1,
00-0027318,M.Williams,Mick Williams,7/3/1986,73,280,Pittsburgh,1,
00-0030628,J.Harley,Jajuan Harley,1/17/1991,73,213,Middle Tennessee State,1,40
00-0021160,M.Colombo,Marc Colombo,10/8/1978,80,320,Boston College,10,
00-0023569,M.Giordano,Matt Giordano,10/16/1982,71,208,California,9,27
00-0023564,D.Sproles,Darren Sproles,6/20/1983,66,190,Kansas State,12,43
00-0023567,J.Sanders,James Sanders,11/11/1983,70,210,Fresno State,8,
00-0023566,C.Canty,Chris Canty,11/10/1982,79,320,Virginia,11,99
00-0023561,A.Pearman,Alvin Pearman,8/10/1982,70,196,Virginia,6,
00-0023560,T.Herremans,Todd Herremans,10/13/1982,78,323,Saginaw Valley State,11,79
00-0023563,D.Gandy,Dylan Gandy,3/8/1982,75,295,Texas Tech,10,71
00-0023562,C.Davis,Chauncey Davis,1/27/1983,74,271,Florida State,8,
00-0030991,,Chris Watt,8/17/1990,75,310,Notre Dame,3,65
00-0022782,K.Jones,Kevin Jones,8/21/1982,72,225,Virginia Tech,5,
00-0022783,T.Lehman,Teddy Lehman,11/18/1981,73,249,Oklahoma,6,
00-0022780,D.Williams,D.J. Williams,7/20/1982,73,242,Miami (Fla.),11,58
00-0022781,M.Jenkins,Michael Jenkins,6/18/1982,76,214,Ohio State,10,
00-0022786,M.Ware,Matt Ware,12/2/1982,75,218,UCLA,8,
00-0022787,M.Schaub,Matt Schaub,6/25/1981,78,245,Virginia,13,8
00-0022785,M.Starks,Max Starks,1/10/1982,80,345,Florida,10,73
00-0026869,J.Belcher,Jovan Belcher,7/24/1987,74,228,Maine,4,
00-0026868,J.Bates,Jackie Bates,10/12/1986,70,180,Hampton,1,
00-0026866,K.Gerard,K.J. Gerard,4/22/1986,73,192,Northern Arizona,3,
00-0026865,D.Willy,Drew Willy,11/13/1986,75,217,Buffalo,2,
00-0026864,I.Williams,Isaiah Williams,1/30/1987,74,201,Maryland,1,11
00-0026862,W.VanDeSteeg,William VanDeSteeg,9/22/1985,76,256,Minnesota,0,
00-0026860,E.Riley,Eron Riley,8/5/1987,75,207,Duke,3,
00-0030006,M.Neloms,Martavius Neloms,9/4/1991,72,189,Kentucky,,
00-0024033,M.Simmons,Mark Simmons,1/16/1984,70,185,Kansas,3,
00-0024030,T.Johnson,Tom Johnson,8/30/1984,75,288,Southern Mississippi,6,92
00-0030005,J.Morgan,Jon Morgan,12/22/1989,73,233,Albany,0,0
00-0030000,K.Thompkins,Kenbrell Thompkins,7/29/1988,72,195,Cincinnati,4,10
00-0030001,J.Vellano,Joe Vellano,10/30/1988,74,300,Maryland,2,70
00-0028036,B.Hogan,Brandon Hogan,4/1/1988,70,190,West Virginia,2,
00-0028037,K.Wright,K.J. Wright,7/23/1989,76,246,Mississippi State,6,50
00-0028034,A.Green,Alex Green,6/23/1988,74,220,Hawaii,4,25
00-0028035,S.Fua,Sione Fua,6/15/1988,73,310,Stanford,5,0
00-0028032,K.Ellis,Kenrick Ellis,12/10/1987,77,335,Hampton,6,66
00-0028033,C.Brown,Curtis Brown,9/24/1988,72,185,Texas,3,36
00-0028030,J.Barksdale,Joe Barksdale,1/4/1988,77,326,LSU,6,72
00-0028031,C.Conte,Chris Conte,2/23/1989,74,203,California,6,23
00-0028038,D.Searcy,Da'Norris Searcy,11/16/1988,71,207,North Carolina,6,21
00-0028039,C.Boling,Clint Boling,5/9/1989,77,305,Georgia,6,65
00-0030477,S.Nealy,Spencer Nealy,12/8/1989,75,295,Texas A&M,1,69
00-0030476,G.Gilkey,Garrett Gilkey,7/9/1990,78,315,Chadron State,4,72
00-0030475,M.Buchanan,Michael Buchanan,1/24/1991,78,255,Illinois,3,51
00-0030474,J.Boyce,Josh Boyce,5/6/1991,71,205,Texas Christian,2,17
00-0030473,S.Montgomery,Sam Montgomery,5/25/1990,75,270,LSU,2,67
00-0030472,J.Reed,Jordan Reed,7/3/1990,74,246,Florida,4,86
00-0030471,S.Williams,Shawn Williams,5/13/1991,72,210,Georgia,4,36
00-0030470,V.McDonald,Vance McDonald,6/13/1990,76,267,Rice,4,89
00-0030479,D.Fulton,David Fulton,11/30/1989,72,196,Chowan Coll. NC,,
00-0025253,T.Jones,Tiger Jones,5/21/1982,71,191,Louisville,1,
00-0026787,K.Heckendorf,Kole Heckendorf,11/20/1985,74,191,North Dakota State,3,
00-0026784,E.Dietrich-Smith,Evan Smith,7/19/1986,74,308,Idaho State,7,62
00-0026785,J.Harris,JaRon Harris,5/6/1986,72,200,South Dakota State,1,
00-0026782,M.Turkovich,Michael Turkovich,11/27/1986,78,301,Notre Dame,1,
00-0026783,C.Butler,Carson Butler,8/21/1987,76,260,Michigan,1,
00-0026780,K.Ogletree,Kevin Ogletree,8/5/1987,73,195,Virginia,6,15
00-0026781,A.Schwapp,Asaph Schwapp,1/26/1987,71,251,Notre Dame,1,
00-0023363,R.Lloyd,Rhys Lloyd,6/5/1982,71,231,Minnesota,5,
00-0023362,C.Kemoeatu,Chris Kemoeatu,1/4/1983,75,344,Utah,7,
00-0023367,N.Washington,Nate Washington,8/28/1983,73,185,Tiffin University,12,84
00-0029926,N.Edwards,Nicholas Edwards,12/23/1989,75,200,Eastern Washington,,
00-0026788,C.Obiozor,Cyril Obiozor,9/26/1986,76,249,Texas A&M;,4,
00-0029924,C.Anderson,Colin Anderson,11/21/1989,76,240,Furman,1,89
00-0032529,,Johnny Maxey,10/19/1993,77,283,Mars Hill,0,62
00-0032528,,Justin Murray,4/19/1993,77,304,Cincinnati,0,64
00-0032526,,David Moala,12/30/1992,73,311,Utah State,0,62
00-0032523,,Henry Krieger Coble,6/12/1992,76,248,Iowa,0,84
00-0025789,C.Patrick,Chris Patrick,8/22/1984,77,305,Nebraska,3,
00-0025788,P.Oliver,Paul Oliver,3/30/1984,71,210,Georgia,5,
00-0025780,K.Williams,Kyle Williams,3/19/1984,78,295,USC,3,
00-0025787,J.Gaither,Jared Gaither,3/18/1986,81,335,Maryland,6,
00-0025786,J.Kapinos,Jeremy Kapinos,8/23/1984,73,233,Penn State,6,
00-0031878,,Robertson Daniel,10/1/1991,73,205,Brigham Young,1,31
00-0020550,D.Dinkins,Darnell Dinkins,1/20/1977,76,260,Pittsburgh,8,
00-0031875,,Brandon Wegher,12/9/1990,70,205,Morningside,2,32
00-0031876,,Matt Wile,6/20/1992,74,215,Michigan,1,2
00-0031877,,Takoby Cofield,1/22/1992,76,315,Duke,1,69
00-0031870,,Dean Marlowe,7/25/1992,73,210,James Madison,2,29
00-0031871,,Arthur Miley,3/3/1993,78,270,Southern University,2,71
00-0023096,N.Novak,Nick Novak,8/21/1981,72,198,Maryland,9,8
00-0023090,D.Robinson,Derreck Robinson,3/3/1982,76,295,Iowa,6,
00-0027789,D.Briscoe,Dezmon Briscoe,8/31/1989,74,210,Kansas,4,81
00-0027788,T.Goethel,Travis Goethel,7/27/1987,74,255,Arizona State,3,
00-0027785,S.Smith,Shelley Smith,5/21/1987,76,310,Colorado State,6,64
00-0027784,C.Geathers,Clifton Geathers,12/11/1987,80,325,South Carolina,6,96
00-0027787,E.Sims,Eugene Sims,3/18/1986,78,269,West Texas A&M,6,97
00-0027786,J.Dwyer,Jonathan Dwyer,7/26/1989,71,229,Georgia Tech,5,20
00-0027781,E.Olsen,Eric Olsen,6/16/1988,76,306,Notre Dame,4,65
00-0027780,N.Byham,Nate Byham,6/27/1988,76,264,Pittsburgh,4,82
00-0027783,A.McCoy,Anthony McCoy,12/28/1987,77,259,USC,6,85
00-0027782,A.Tracy,Adrian Tracy,4/6/1987,74,248,William & Mary,3,47
00-0022089,V.Manuwai,Vince Manuwai,7/12/1980,74,333,Hawaii,8,
00-0005231,B.Finneran,Brian Finneran,1/31/1976,77,210,Villanova,12,
00-0022414,M.Floyd,Malcom Floyd,9/8/1981,77,225,Wyoming,10,80
00-0026258,X.Adibi,Xavier Adibi,10/18/1984,74,242,Virginia Tech,5,
00-0026259,J.Williams,Jack Williams,3/27/1985,69,183,Kent State,4,
00-0026528,B.Kelley,Braxton Kelley,10/24/1986,72,242,Kentucky,2,
00-0026522,L.Robinson,Lee Robinson,4/23/1987,74,253,Alcorn State,1,
00-0026251,M.Rucker,Martin Rucker,5/4/1985,77,251,Missouri,5,
00-0026520,K.Moore,Kestahn Moore,4/13/1987,70,214,Florida,3,
00-0026521,E.Pedescleaux,Everette Pedescleaux,1/19/1985,78,305,Northern Iowa,0,
00-0021206,J.McCown,Josh McCown,7/4/1979,76,218,Sam Houston State,14,13
00-0026255,D.Moore,Dre Moore,6/9/1985,76,305,Maryland,3,
00-0026256,K.Iwebema,Kenny Iwebema,2/6/1985,76,280,Iowa,4,
00-0026525,N.Swift,Nate Swift,8/24/1985,74,195,Nebraska,1,
00-0027129,A.Brown,Aaron Brown,10/10/1985,73,200,Texas Christian,4,
00-0027128,C.Francies,Coye Francies,11/15/1986,72,185,San Jose State,4,
00-0027121,T.Brandstater,Tom Brandstater,10/21/1984,77,222,Fresno State,2,
00-0027120,J.Ringer,Javon Ringer,2/2/1987,69,213,Michigan State,4,
00-0027123,S.Adkins,Spencer Adkins,5/16/1987,71,236,Miami (Fla.),4,49
00-0027122,Q.Lawrence,Quinten Lawrence,9/21/1984,72,188,McNeese State,4,
00-0027125,Z.Miller,Zach Miller,10/4/1984,77,243,Nebraska-Omaha,7,86
00-0027124,D.Carey,Don Carey,2/14/1987,71,202,Norfolk State,8,26
00-0027127,K.Ellison,Kevin Ellison,1/8/1987,73,221,USC,2,
00-0027126,C.Harris,Cary Harris,3/22/1987,71,178,USC,3,
00-0030279,K.Allen,Keenan Allen,4/27/1992,74,211,California,4,13
00-0030278,M.Te'o,Manti Te'o,1/26/1991,73,241,Notre Dame,4,50
00-0030275,D.Hurst,Demontre Hurst,3/24/1991,70,191,Oklahoma,3,30
00-0030274,M.White,Myles White,3/30/1990,72,190,Louisiana Tech,3,19
00-0030277,C.Tupou,Christian Tupou,5/7/1989,76,305,USC,2,78
00-0030276,,R.J. Webb,8/24/1987,74,205,Furman,0,17
00-0030270,G.Pena,Gilbert Pena,11/15/1986,74,330,Mississippi,,
00-0030273,L.Taylor,Lane Taylor,11/22/1989,75,324,Oklahoma State,4,65
00-0030272,J.Stoneburner,Jake Stoneburner,8/25/1989,75,250,Ohio State,2,86
00-0024387,R.Doughty,Reed Doughty,11/4/1982,73,206,Northern Colorado,8,37
00-0001263,M.Birk,Matt Birk,7/23/1976,76,310,Harvard,15,
00-0031279,J.Matthews,Jake Matthews,2/11/1992,77,309,Texas A&M,3,70
00-0031272,J.Dowling,Jonathan Dowling,12/8/1991,75,190,Western Kentucky,2,31
00-0031273,,Cameron Brate,7/3/1991,77,235,Harvard,2,84
00-0031270,S.Harris,Shelby Harris,8/11/1991,74,290,Illinois State,2,75
00-0031271,,Trey Millard,7/25/1991,74,247,Oklahoma,2,40
00-0031276,,Tyler Patmon,1/26/1991,70,188,Oklahoma State,3,29
00-0031277,B.Oliver,Branden Oliver,5/7/1991,68,208,Buffalo,3,43
00-0031274,Q.Payton,Quintin Payton,2/24/1990,76,212,North Carolina State,0,86
00-0031275,,Ian Thompson,9/14/1990,76,234,Louisiana-Lafayette,0,49
00-0023954,S.Bowen,Stephen Bowen,3/28/1984,77,300,Hofstra,10,72
00-0023955,D.Hunter,Darrell Hunter,11/29/1983,71,211,Miami (Ohio),3,
00-0032068,,Malcolm Johnson,8/11/1992,73,231,Mississippi State,2,42
00-0032069,,Derron Smith,2/4/1992,70,200,Fresno State,2,31
00-0023950,A.Schable,A.J. Schable,5/18/1984,75,281,South Dakota,3,
00-0023952,T.Washington,Tavares Washington,4/20/1983,76,315,Florida,4,
00-0023953,S.Hurd,Sam Hurd,4/24/1985,75,200,Northern Illinois,6,
00-0032062,,Blake Bell,8/7/1991,78,252,Oklahoma,2,84
00-0032063,,Mike Davis,2/19/1993,69,217,South Carolina,2,22
00-0032060,,Eli Harold,1/20/1994,75,265,Virginia,2,58
00-0032061,,Xavier Cooper,11/30/1991,76,300,Washington State,2,96
00-0023958,N.Livings,Nate Livings,3/16/1982,76,320,LSU,6,
00-0032067,,Ian Silberman,10/10/1992,77,306,Boston College,2,62
00-0032064,,DeAndre Smelter,12/3/1991,74,227,Georgia Tech,1,15
00-0032065,,Bradley Pinion,6/1/1994,77,229,Clemson,2,5
00-0019626,A.Boone,Alfonso Boone,1/11/1976,75,320,Central State (Ohio),11,
00-0019629,B.Williams,Bobbie Williams,9/25/1976,76,345,Arkansas,13,
00-0032912,,DeAndre Reaves,4/30/1992,69,177,Marshall,0,88
00-0032913,,Larry Scott,3/5/1993,71,194,Oregon State,0,41
00-0028436,J.Crittenton,Jarrett Crittenton,1/5/1988,78,278,Middle Tennessee State,1,
00-0032910,,Shaq Petteway,2/2/1993,71,239,West Virginia,0,56
00-0028389,B.Guidugli,Ben Guidugli,10/22/1987,73,248,Cincinnati,1,
00-0032911,,Spencer Pulley,4/3/1993,76,308,Vanderbilt,0,73
00-0028209,B.Greenwood,Brett Greenwood,9/14/1987,71,198,Iowa,1,
00-0028208,J.Clay,John Clay,1/4/1988,73,233,Wisconsin,2,
00-0028205,N.Brinkley,Niles Brinkley,1/28/1987,70,190,Wisconsin,1,
00-0032916,,Trevor Williams,9/15/1993,71,191,Penn State,0,42
